瘤痢,瘤痢疙,老矫,扁柯(∑C),碍荐樊(mm),嚼档(%),老炼(hr),老荤(MJ/m2),利汲(cm),傈款樊(10盒困),款屈(款屈距绢),矫沥(10m),泅惑锅龋(惫郴侥),瘤搁柯档(∑C)
192,柳林,2020-07-05 02:00,19.7,,95,,,,10,,1234,,20.8
192,柳林,2020-07-05 03:00,19.7,,96,,,,9,,1146,,21
192,柳林,2020-07-05 04:00,19.5,,96,,,,8,,1203,,21
192,柳林,2020-07-05 05:00,19.7,,95,,,,7,,1308,,21
192,柳林,2020-07-05 06:00,20,,93,0,.03,,8,,1174,,21.1
192,柳林,2020-07-05 07:00,20.7,,92,0,.24,,8,,1362,,22.2
192,柳林,2020-07-05 08:00,21.3,,88,0,.5,,7,,1707,,23.5
192,柳林,2020-07-05 09:00,21.5,,86,0,.58,,8,,1675,,24.1
192,柳林,2020-07-05 10:00,22.3,,83,0,.89,,9,,1883,,25.8
192,柳林,2020-07-05 11:00,23.8,,76,.1,1.52,,9,,1961,,28.2
192,柳林,2020-07-05 12:00,24.1,,76,.1,1.56,,10,,1615,,28.2
192,柳林,2020-07-05 13:00,25.6,,72,.3,2.18,,9,,830,,30.9
192,柳林,2020-07-05 14:00,26.6,,65,.9,2.75,,9,,1714,,33.5
192,柳林,2020-07-05 15:00,26.7,,64,.8,2.32,,9,,1344,,32.7
192,柳林,2020-07-05 16:00,25.8,,69,.5,1.73,,10,,1932,,30.3
192,柳林,2020-07-05 17:00,25,,71,.5,1.14,,9,,1566,,28.8
192,柳林,2020-07-05 18:00,24.5,,73,.8,.92,,8,,1316,,27.5
192,柳林,2020-07-05 19:00,23.3,,77,0,.25,,9,,1197,,25.3
192,柳林,2020-07-05 20:00,22.3,,82,0,.06,,8,,1358,,24
192,柳林,2020-07-05 21:00,21.1,,88,,,,8,,1074,,22.7
192,柳林,2020-07-05 22:00,20.1,,92,,,,7,,986,,21.8
192,柳林,2020-07-05 23:00,20.3,,92,,,,6,,911,,21.8
192,柳林,2020-07-06 00:00,20,,94,,,,,,714,,21.7
192,柳林,2020-07-06 01:00,19.5,,96,,,,5,,538,,21.1
192,柳林,2020-07-06 02:00,19.1,,97,,,,9,,469,,20.7
192,柳林,2020-07-06 03:00,19.2,,97,,,,9,,567,,20.7
192,柳林,2020-07-06 04:00,19,,97,,,,10,,543,,20.6
192,柳林,2020-07-06 05:00,19.2,,96,,,,10,,610,,20.7
192,柳林,2020-07-06 06:00,19.7,,95,0,.01,,8,,661,,21.2
192,柳林,2020-07-06 07:00,20.3,,92,0,.09,,10,,918,,21.7
192,柳林,2020-07-06 08:00,21,,89,0,.19,,10,,946,,22.5
192,柳林,2020-07-06 09:00,21.7,,87,0,.47,,10,,1067,,23.7
192,柳林,2020-07-06 10:00,22.6,,86,0,.54,,9,,1305,,24.5
192,柳林,2020-07-06 11:00,23,,83,0,.66,,10,,1422,,25.4
192,柳林,2020-07-06 12:00,23.3,0,87,0,.44,,10,,1463,,25
192,柳林,2020-07-06 13:00,23.8,,86,0,.79,,10,,1761,,26.1
192,柳林,2020-07-06 14:00,23.5,,88,0,.53,,10,,1386,,26
192,柳林,2020-07-06 15:00,23.7,,88,0,.4,,10,,1230,,25.6
192,柳林,2020-07-06 16:00,23.7,,90,0,.37,,10,,1228,,25.6
192,柳林,2020-07-06 17:00,23.6,,91,0,.3,,10,,758,,25.2
192,柳林,2020-07-06 18:00,23.2,,95,0,.21,,10,,409,,25
192,柳林,2020-07-06 19:00,23.3,,93,0,.12,,8,,611,,24.3
192,柳林,2020-07-06 20:00,22.7,,96,0,.02,,10,,324,,23.7
192,柳林,2020-07-06 21:00,22.7,,96,,,,8,,904,,23.5
192,柳林,2020-07-06 22:00,22.7,,96,,,,,,747,,23.2
192,柳林,2020-07-06 23:00,22.6,,97,,,,,,455,,23.2
192,柳林,2020-07-07 00:00,22.6,,97,,,,,,557,,23.2
192,柳林,2020-07-07 01:00,22.6,,97,,,,8,,448,,23.1
192,柳林,2020-07-07 02:00,22.5,,97,,,,7,,492,,23
192,柳林,2020-07-07 03:00,22.5,,97,,,,6,,508,,22.8
192,柳林,2020-07-07 04:00,22.5,,96,,,,6,,533,,22.6
192,柳林,2020-07-07 05:00,22.3,,95,,,,7,,665,,22.5
192,柳林,2020-07-07 06:00,22.2,,97,0,.02,,4,,617,,22.7
192,柳林,2020-07-07 07:00,22.7,,94,0,.17,,4,,621,,23.3
192,柳林,2020-07-07 08:00,23.6,,92,0,.42,,2,,731,,24.8
192,柳林,2020-07-07 09:00,24.7,,82,.4,1.07,,4,,1957,,27.4
192,柳林,2020-07-07 10:00,26.6,,77,1,2.53,,3,,1991,,33.4
192,柳林,2020-07-07 11:00,27.7,,73,1,2.94,,0,,1994,,36
192,柳林,2020-07-07 12:00,28.8,,68,1,3.3,,3,,1954,,39.2
192,柳林,2020-07-07 13:00,29.1,,68,.8,3.17,,7,,1494,,39.7
192,柳林,2020-07-07 14:00,28.1,,74,1,3,,8,,1113,,39
192,柳林,2020-07-07 15:00,28.7,,70,1,3.03,,7,,1228,,39.7
192,柳林,2020-07-07 16:00,27,,76,1,1.97,,7,,1280,,36.1
192,柳林,2020-07-07 17:00,26.3,,76,1,1.8,,3,,1570,,33.9
192,柳林,2020-07-07 18:00,25.2,,81,1,1.02,,2,,1808,,30.8
192,柳林,2020-07-07 19:00,23.7,,87,.4,.31,,5,,1718,,28.3
192,柳林,2020-07-07 20:00,23.1,,89,0,.01,,7,,1982,,26.6
192,柳林,2020-07-07 21:00,22.7,,90,,,,7,,1994,,25.7
192,柳林,2020-07-07 22:00,22.6,,91,,,,7,,1698,,25.1
192,柳林,2020-07-07 23:00,22,,95,,,,7,,1148,,24.1
192,柳林,2020-07-08 00:00,22.2,,94,,,,,,1089,,24.1
192,柳林,2020-07-08 01:00,22.3,,94,,,,7,,836,,24
192,柳林,2020-07-08 02:00,22.3,,95,,,,7,,763,,23.7
192,柳林,2020-07-08 03:00,22.1,,95,,,,3,,495,,23.3
192,柳林,2020-07-08 04:00,21.5,,97,,,,1,,353,,23
192,柳林,2020-07-08 05:00,21,,99,,,,1,,256,,22.1
192,柳林,2020-07-08 06:00,21.7,,98,0,.03,,6,,282,,22.7
192,柳林,2020-07-08 07:00,22.2,,96,0,.27,,1,,309,,23.7
192,柳林,2020-07-08 08:00,23.7,,88,.7,.9,,2,,529,,26.6
192,柳林,2020-07-08 09:00,25.7,,79,1,1.81,,0,,715,,31.9
192,柳林,2020-07-08 10:00,27,,71,1,2.43,,7,,1286,,35.3
192,柳林,2020-07-08 11:00,27.7,,63,1,2.84,,5,,1590,,38.8
192,柳林,2020-07-08 12:00,29.5,,57,1,3.5,,6,,1744,,41.7
192,柳林,2020-07-08 13:00,29.5,,60,.9,2.96,,,,1889,,40.7
192,柳林,2020-07-08 14:00,29.3,,63,.9,2.81,,8,,1621,,39.9
192,柳林,2020-07-08 15:00,29.1,,65,.8,2.19,,8,,1499,,39
192,柳林,2020-07-08 16:00,29.5,,66,1,1.97,,8,,1527,,37.2
192,柳林,2020-07-08 17:00,27.7,,66,.9,1.32,,8,,1492,,33.7
192,柳林,2020-07-08 18:00,26.6,,72,.2,.65,,9,,1124,,31.1
192,柳林,2020-07-08 19:00,24.7,,76,0,.25,,7,,765,,28.2
192,柳林,2020-07-08 20:00,23.5,,81,0,.03,,5,,772,,26.1
192,柳林,2020-07-08 21:00,23.1,,84,,,,7,,854,,24.8
192,柳林,2020-07-08 22:00,22.3,,86,,,,8,,753,,24.1
192,柳林,2020-07-08 23:00,22,,87,,,,9,,717,,23.6
192,柳林,2020-07-09 00:00,21.3,,92,,,,,,614,,23.1
192,柳林,2020-07-09 01:00,20.7,,95,,,,10,,527,,22.7
192,柳林,2020-07-09 02:00,20.2,,97,,,,8,,444,,22
192,柳林,2020-07-09 03:00,19.6,,98,,,,5,,313,,21.2
192,柳林,2020-07-09 04:00,19.1,,98,,,,1,,359,,20.6
192,柳林,2020-07-09 05:00,19,,99,,,,3,,335,,20.3
192,柳林,2020-07-09 06:00,19.1,,99,0,.03,,0,,323,,20.7
192,柳林,2020-07-09 07:00,20.3,,96,0,.23,,0,,441,,22.3
192,柳林,2020-07-09 08:00,21.4,,93,0,.32,,7,,430,,23.6
192,柳林,2020-07-09 09:00,23.1,,87,0,.68,,10,,462,,25.9
192,柳林,2020-07-09 10:00,24.3,,80,0,1.42,,9,,471,,29.3
192,柳林,2020-07-09 11:00,25.1,,81,0,1.37,,9,,514,,30
192,柳林,2020-07-09 12:00,25.2,,77,0,1.01,,9,,541,,29.7
192,柳林,2020-07-09 13:00,27.2,,71,.4,1.7,,9,,545,,34
192,柳林,2020-07-09 14:00,26.4,,76,.1,1.06,,8,,695,,30.7
192,柳林,2020-07-09 15:00,25.7,,77,0,.77,,10,,1263,,30.1
192,柳林,2020-07-09 16:00,24.4,0,85,0,.37,,9,,978,,27.8
192,柳林,2020-07-09 17:00,23.8,,89,0,.17,,9,,1040,,26.2
192,柳林,2020-07-09 18:00,23.2,0,92,0,.15,,5,,1067,,25.3
192,柳林,2020-07-09 19:00,23.2,,92,0,.04,,8,,1126,,24.7
192,柳林,2020-07-09 20:00,23.2,,91,0,0,,10,,649,,24.2
192,柳林,2020-07-09 21:00,22.3,.2,97,,,,10,,198,,24
192,柳林,2020-07-09 22:00,22.5,.4,98,,,,8,,312,,23.7
192,柳林,2020-07-09 23:00,22.3,2,99,,,,10,,679,,23.6
192,柳林,2020-07-10 00:00,22.3,0,98,,,,,,1564,,23.3
192,柳林,2020-07-10 01:00,22.2,,99,,,,10,,918,,23.3
192,柳林,2020-07-10 02:00,22.3,.1,98,,,,10,,1039,,23.3
192,柳林,2020-07-10 03:00,22.1,6.2,99,,,,10,,101,,22.8
192,柳林,2020-07-10 04:00,22.1,12,99,,,,10,,131,,22.7
192,柳林,2020-07-10 05:00,21.9,8.4,99,,,,10,,322,,22.6
192,柳林,2020-07-10 06:00,21.7,7.3,99,0,0,,10,,387,,22.3
192,柳林,2020-07-10 07:00,21.8,7.6,99,0,0,,10,,170,,22.2
192,柳林,2020-07-10 08:00,21.8,6.3,99,0,.01,,10,,239,,22.3
192,柳林,2020-07-10 09:00,21.7,11,98,0,.06,,10,,495,,22.2
192,柳林,2020-07-10 10:00,22,3,98,0,.14,,10,,542,,22.8
192,柳林,2020-07-10 11:00,22.7,.7,96,0,.47,,10,,2000,,24.4
192,柳林,2020-07-10 12:00,24.1,,90,0,1.14,,10,,2000,,27.4
192,柳林,2020-07-10 13:00,25.2,,83,0,1.18,,,,2000,,28
192,柳林,2020-07-10 14:00,26.5,,77,.2,1.28,,7,,2000,,29.5
192,柳林,2020-07-10 15:00,27.5,,76,.9,3.03,,6,,2000,,33.7
192,柳林,2020-07-10 16:00,28.7,,75,1,2.9,,,,1997,,34.3
192,柳林,2020-07-10 17:00,27.6,,78,.3,.92,,,,2000,,30.3
192,柳林,2020-07-10 18:00,27.6,,79,.9,1.16,,,,2000,,28.7
192,柳林,2020-07-10 19:00,25.8,,83,.4,.39,,,,2000,,27
192,柳林,2020-07-10 20:00,24.6,,90,0,.05,,,,2000,,25.2
192,柳林,2020-07-10 21:00,23.7,,94,,,,,,1604,,24.2
192,柳林,2020-07-10 22:00,23.3,,95,,,,,,1198,,23.7
192,柳林,2020-07-10 23:00,23.1,,96,,,,,,884,,23.2
192,柳林,2020-07-11 00:00,22.9,,98,,,,,,593,,23.2
192,柳林,2020-07-11 01:00,23.3,,96,,,,,,629,,23.6
192,柳林,2020-07-11 02:00,23.2,,96,,,,,,509,,23.2
192,柳林,2020-07-11 03:00,23.2,,97,,,,,,500,,23.2
192,柳林,2020-07-11 04:00,23,,97,,,,,,458,,23.2
192,柳林,2020-07-11 05:00,23.2,,96,,,,,,582,,23.5
192,柳林,2020-07-11 06:00,23.2,,96,0,.01,,,,662,,23.6
192,柳林,2020-07-11 07:00,23.4,,95,0,.13,,,,647,,24
192,柳林,2020-07-11 08:00,24.1,,92,0,.53,,,,859,,25.5
192,柳林,2020-07-11 09:00,24.6,,89,0,.74,,,,975,,26.8
192,柳林,2020-07-11 10:00,26.4,,82,.4,1.4,,,,1621,,30.6
192,柳林,2020-07-11 11:00,27.8,,77,.5,2.07,,,,1793,,33.3
192,柳林,2020-07-11 12:00,28.2,,75,.3,2.11,,,,1902,,33.7
192,柳林,2020-07-11 13:00,28.3,,76,.5,2.24,,,,1937,,33.7
192,柳林,2020-07-11 14:00,29,,73,1,2.34,,,,1930,,34.7
192,柳林,2020-07-11 15:00,28.5,,73,.2,1.57,,,,2000,,32.7
192,柳林,2020-07-11 16:00,27.5,,78,0,1.24,,,,1458,,31.2
192,柳林,2020-07-11 17:00,26.7,,82,0,.86,,,,1364,,29.7
192,柳林,2020-07-11 18:00,25,,86,0,.38,,,,678,,27.7
192,柳林,2020-07-11 19:00,23.5,,88,0,.15,,,,937,,25.9
192,柳林,2020-07-11 20:00,23.1,,89,0,.01,,,,1038,,25.1
192,柳林,2020-07-11 21:00,23.1,,88,,,,,,1576,,24.5
192,柳林,2020-07-11 22:00,22.7,,87,,,,,,1843,,24.1
192,柳林,2020-07-11 23:00,21.8,,93,,,,,,1496,,23.8
192,柳林,2020-07-12 00:00,21.7,,94,,,,,,2000,,23.7
192,柳林,2020-07-12 01:00,21.7,,94,,,,,,1901,,23.5
192,柳林,2020-07-12 02:00,21.6,,93,,,,,,1476,,23.2
192,柳林,2020-07-12 03:00,21.5,,92,,,,,,1728,,22.8
192,柳林,2020-07-12 04:00,21.3,,92,,,,,,1068,,22.7
192,柳林,2020-07-12 05:00,21.1,,94,,,,,,915,,22.7
192,柳林,2020-07-12 06:00,21,,94,0,.01,,,,830,,22.5
192,柳林,2020-07-12 07:00,21.5,,91,0,.14,,,,1001,,23.1
192,柳林,2020-07-12 08:00,22,,88,0,.36,,,,1279,,24.1
192,柳林,2020-07-12 09:00,22,0,89,0,.3,,,,1395,,24.1
192,柳林,2020-07-12 10:00,21.7,0,91,0,.31,,,,1674,,24
192,柳林,2020-07-12 11:00,21.8,.2,93,0,.39,,,,1089,,24.5
192,柳林,2020-07-12 12:00,21.5,1.4,95,0,.42,,,,526,,24.6
192,柳林,2020-07-12 13:00,21.5,2.3,97,0,.42,,,,528,,24.7
192,柳林,2020-07-12 14:00,21.6,.8,95,0,.6,,,,936,,25.2
192,柳林,2020-07-12 15:00,21.5,.6,94,0,.45,,,,896,,24.7
192,柳林,2020-07-12 16:00,21.1,3.6,96,0,.38,,,,1015,,24.2
192,柳林,2020-07-12 17:00,20.9,4,98,0,.19,,,,583,,23.3
192,柳林,2020-07-12 18:00,20.7,5.5,99,0,.07,,,,595,,22.7
192,柳林,2020-07-12 19:00,20.2,9,99,0,.03,,,,561,,22
192,柳林,2020-07-12 20:00,20.1,10.5,99,0,0,,,,315,,21.1
192,柳林,2020-07-12 21:00,19.7,12,99,,,,,,531,,21.1
192,柳林,2020-07-12 22:00,19.7,2.5,99,,,,,,504,,20.8
192,柳林,2020-07-12 23:00,19.7,7.8,99,,,,,,352,,20.7
192,柳林,2020-07-13 00:00,19.3,10.8,99,,,,,,890,,20.5
192,柳林,2020-07-13 01:00,19.1,2.2,99,,,,,,492,,20.3
192,柳林,2020-07-13 02:00,19,2.2,99,,,,,,1340,,20.3
192,柳林,2020-07-13 03:00,18.7,5.4,99,,,,,,340,,20.1
192,柳林,2020-07-13 04:00,18.7,6.5,99,,,,,,249,,19.8
192,柳林,2020-07-13 05:00,18.7,7.5,100,,,,,,345,,19.7
192,柳林,2020-07-13 06:00,18.7,13.3,100,0,0,,,,115,,19.7
192,柳林,2020-07-13 07:00,18.7,16.8,100,0,0,,,,142,,19.5
192,柳林,2020-07-13 08:00,18.7,14.9,100,0,0,,,,193,,19.3
192,柳林,2020-07-13 09:00,18.7,16.7,100,0,.06,,,,428,,19.3
192,柳林,2020-07-13 10:00,18.5,14.6,99,0,.16,,,,270,,19.5
192,柳林,2020-07-13 11:00,19,7.2,99,0,.35,,,,663,,20.6
192,柳林,2020-07-13 12:00,19.6,3.1,98,0,.6,,,,592,,22
192,柳林,2020-07-13 13:00,20.1,1.5,97,0,.74,,,,558,,23.3
192,柳林,2020-07-13 14:00,20,2.9,97,0,.6,,,,710,,23
192,柳林,2020-07-13 15:00,19.8,1.7,97,0,.28,,10,,546,,22
192,柳林,2020-07-13 16:00,19.7,.7,98,0,.15,,10,,571,,21.6
192,柳林,2020-07-13 17:00,20,.2,97,0,.21,,8,,2000,,21.7
192,柳林,2020-07-13 18:00,19.9,.1,98,0,.14,,8,,404,,21.5
192,柳林,2020-07-13 19:00,19.7,.4,99,0,.06,,9,,260,,21.1
192,柳林,2020-07-13 20:00,19.7,.3,99,0,.01,,,,460,,20.7
192,柳林,2020-07-13 21:00,19.6,.9,99,,,,,,245,,20.6
192,柳林,2020-07-13 22:00,19.6,.6,100,,,,,,250,,20.5
192,柳林,2020-07-13 23:00,19.4,.8,100,,,,5,,378,,20.3
192,柳林,2020-07-14 00:00,19.3,.6,100,,,,7,,198,,20.2
192,柳林,2020-07-14 01:00,19.3,.5,100,,,,0,,210,,20.2
192,柳林,2020-07-14 02:00,19.3,.4,100,,,,5,,340,,20.2
192,柳林,2020-07-14 03:00,19.2,.3,100,,,,3,,518,,20.2
192,柳林,2020-07-14 04:00,19.2,.2,100,,,,7,,1602,,20.2
192,柳林,2020-07-14 05:00,19.2,.1,100,,,,9,,554,,20.2
192,柳林,2020-07-14 06:00,19.7,.1,100,0,.02,,4,,1992,,20.2
192,柳林,2020-07-14 07:00,20.1,,97,0,.25,,8,,804,,21.3
192,柳林,2020-07-14 08:00,20.8,,95,0,.47,,8,,1323,,22.6
192,柳林,2020-07-14 09:00,21.2,,94,0,.62,,8,,1978,,23.3
192,柳林,2020-07-14 10:00,22.5,,90,0,.89,,9,,1972,,25.8
192,柳林,2020-07-14 11:00,22.5,,86,0,1.14,,9,,2000,,26.1
192,柳林,2020-07-14 12:00,22.3,,86,0,.76,,,,2000,,25.2
192,柳林,2020-07-14 13:00,23.1,,85,0,.65,,,,2000,,25.1
192,柳林,2020-07-14 14:00,21.9,,90,0,.56,,10,,1970,,24.5
192,柳林,2020-07-14 15:00,21.1,0,94,0,.6,,10,,1932,,24.4
192,柳林,2020-07-14 16:00,20.1,0,96,0,.46,,10,,687,,23.3
192,柳林,2020-07-14 17:00,20,.6,98,0,.25,,10,,661,,22.6
192,柳林,2020-07-14 18:00,19.8,0,97,0,.12,,10,,1789,,21.8
192,柳林,2020-07-14 19:00,19.6,.1,97,0,.06,,8,,589,,21.2
192,柳林,2020-07-14 20:00,19.3,.5,99,0,0,,10,,361,,20.8
192,柳林,2020-07-14 21:00,19.2,.8,100,,,,10,,261,,20.7
192,柳林,2020-07-14 22:00,19.1,2,100,,,,10,,221,,20.6
192,柳林,2020-07-14 23:00,18.9,2,100,,,,10,,272,,20.3
192,柳林,2020-07-15 00:00,18.8,.3,99,,,,10,,1371,,20.3
192,柳林,2020-07-15 01:00,19,,99,,,,10,,2000,,20.3
192,柳林,2020-07-15 02:00,18.8,0,100,,,,10,,1422,,20.2
192,柳林,2020-07-15 03:00,18.7,.5,100,,,,9,,456,,20.1
192,柳林,2020-07-15 04:00,18.7,.2,100,,,,7,,561,,20.1
192,柳林,2020-07-15 05:00,18.7,.1,100,,,,10,,2000,,20.1
192,柳林,2020-07-15 06:00,18.8,.6,100,0,0,,10,,1287,,20.1
192,柳林,2020-07-15 07:00,18.7,.4,100,0,.03,,0,,316,,20.2
192,柳林,2020-07-15 08:00,19,.6,100,0,.13,,1,,1007,,20.7
192,柳林,2020-07-15 09:00,19.1,1,99,0,.28,,1,,376,,21.2
192,柳林,2020-07-15 10:00,19.4,1.1,99,0,.45,,10,,275,,22.2
